d18o,sss,lat,lon,depth,ref,temp,region,type, 
-0.13,32.138,-65.9,146.311,6.02,ACE2017,-1.387,Southern Ocean,primary,
-0.52,32.41,-55.95,-68.62,2,BOOGALOO,10.44,Southern Ocean,primary,
-0.88,32.45,-69.57,-68.81,3,Jacobs et al (1996),-1.7,Southern Ocean,primary,
-0.67,32.464,-54.76,-36.12,2,BARKEUROP,3.1,Southern Ocean,primary,
-0.23,32.514,-67.105,144.927,6.29,ACE2017,-0.997,Southern Ocean,primary,
-0.21,32.515,-67.104,144.926,15.68,ACE2017,-1.029,Southern Ocean,primary,
-0.26,32.531,-67.062,144.951,5.41,ACE2017,-0.642,Southern Ocean,primary,
-0.24,32.54,-67.058,144.892,3.78,ACE2017,-0.648,Southern Ocean,primary,
-0.88,32.55,-69.72,-69.19,3,Jacobs et al (1996),-1.74,Southern Ocean,primary,
-0.9,32.56,-69.67,-69.05,3,Jacobs et al (1996),-1.75,Southern Ocean,primary,
-0.24,32.583,-67.065,144.982,5.5,ACE2017,-0.471,Southern Ocean,primary,
-0.3,32.613,-67.093,145.013,3,ACE2017,0.132,Southern Ocean,primary,
-0.9,32.63,-69.72,-69.26,3,Jacobs et al (1996),-1.72,Southern Ocean,primary,
-0.26,32.63,-67.062,144.995,4.7,ACE2017,-0.459,Southern Ocean,primary,
-0.27,32.644,-67.062,144.951,20.28,ACE2017,-0.752,Southern Ocean,primary,
-0.86,32.66,-69.62,-68.88,3,Jacobs et al (1996),-1.59,Southern Ocean,primary,
-0.87,32.72,-69.63,-68.97,3,Jacobs et al (1996),-1.67,Southern Ocean,primary,
-0.26,32.809,-67.196,145.717,5.08,ACE2017,-1.046,Southern Ocean,primary,
-0.89,32.82,-70,-68.77,0,Potter and Paren (1985),-1.66,Southern Ocean,primary,
-0.33,32.883,-66.629,146.243,4.42,ACE2017,-0.578,Southern Ocean,primary,
-0.24,32.884,-67.197,145.717,24.27,ACE2017,-0.893,Southern Ocean,primary,
-0.26,32.92,-65.39,148.47,1,Jacobs et al (2005),-0.69,Southern Ocean,primary,
-0.23,32.94,-65.5,147.32,2,Jacobs et al (2005),-1.71,Southern Ocean,primary,
-0.21,32.952,-66.139,139.801,5,Astrol,-1.781,Southern Ocean,primary,
-0.57,33.015,-73.007,-127.85,3,ACE2017,1.098,Southern Ocean,primary,
-0.73,33.02,-72.69,-72.39,3,Jacobs et al (1996),-1.61,Southern Ocean,primary,
-0.71,33.04,-73.05,-72.41,2,Jacobs et al (1996),-1.77,Southern Ocean,primary,
-0.7,33.05,-73.1,-73.38,2,Jacobs et al (1996),-1.69,Southern Ocean,primary,
-0.69,33.08,-72.99,-74.01,2,Jacobs et al (1996),-1.72,Southern Ocean,primary,
-0.57,33.146,-73,-127.844,14.75,ACE2017,-0.108,Southern Ocean,primary,
-0.52,33.146,-73,-127.844,14.75,ACE2017,-0.108,Southern Ocean,primary,
-0.52,33.188,-74.112,167.619,4,EXPLORA,-0.778,Southern Ocean,primary,
0.31,33.262,-54.528,144.619,5,Astrol,4.924,Southern Ocean,primary,
-0.71,33.27,-68.88,-69.68,3,Jacobs et al (1996),-1.76,Southern Ocean,primary,
-0.78,33.34,-69.72,-69.26,20,Jacobs et al (1996),-1.71,Southern Ocean,primary,
,33.351173,-61.9982,40.0829,9.3,GI04,,Southern Ocean,primary,
,33.352165,-61.9982,40.0829,0,GI04,,Southern Ocean,primary,
-0.56,33.389,-49.572,69.24,5,OISO-29,5.8,Southern Ocean,primary,
-0.59,33.41,-68.98,30.08,0,Archambeau et al (1998),-1.58,Southern Ocean,primary,
-0.69,33.43,-69.63,-68.97,25,Jacobs et al (1996),-1.7,Southern Ocean,primary,
,33.452,-65.9999,143.64,4.8,GS01,,Southern Ocean,primary,
0,33.46,-66.97,75.42,0,Kallel (1985),0.07,Southern Ocean,primary,
,33.473,-66.1207,143.83,5,GS01,,Southern Ocean,primary,
-0.6,33.49,-73.96,-109.11,2,Jacobs et al (1996),-1.77,Southern Ocean,primary,
,33.493,-66.2417,144.022,10.7,GS01,,Southern Ocean,primary,
,33.514999,-64.4744,132.073,10.3,GS01,,Southern Ocean,primary,
,33.52,-64.4744,132.073,22.6,GS01,,Southern Ocean,primary,
,33.529999,-66.3294,144.48,10.7,GS01,,Southern Ocean,primary,
,33.581001,-66.3294,144.48,25.6,GS01,,Southern Ocean,primary,
,33.584,-60.3508,139.85201,10,GS01,,Southern Ocean,primary,
-0.73,33.59,-70.07,-68.67,10,Potter and Paren (1985),-1.76,Southern Ocean,primary,
-0.54,33.59,-73.99,-109.56,2,Jacobs et al (1996),-1.6,Southern Ocean,primary,
,33.595001,-66.4283,145.065,5,GS01,,Southern Ocean,primary,
-0.56,33.6,-70.07,-68.67,21,Potter and Paren (1985),-1.74,Southern Ocean,primary,
-0.54,33.6,-70,-68.77,21,Potter and Paren (1985),-1.78,Southern Ocean,primary,
,33.603001,-64.8378,132.09,7,GS01,,Southern Ocean,primary,
,33.613998,-66.1207,143.83,25,GS01,,Southern Ocean,primary,
,33.617001,-66.3294,144.48,8.7,GS01,,Southern Ocean,primary,
,33.625999,-59.8491,139.85899,10.4,GS01,,Southern Ocean,primary,
,33.632,-60.8497,139.849,15.7,GS01,,Southern Ocean,primary,
,33.632999,-63.9002,150,11.4,GS01,,Southern Ocean,primary,
,33.633999,-64.5992,149.99899,9.8,GS01,,Southern Ocean,primary,
,33.636002,-62.4997,132.05,9.6,GS01,,Southern Ocean,primary,
,33.638,-59.8491,139.85899,25.4,GS01,,Southern Ocean,primary,
,33.648998,-63.4987,150,10.4,GS01,,Southern Ocean,primary,
,33.648998,-61.8503,139.841,10.3,GS01,,Southern Ocean,primary,
,33.650002,-63.4987,150,25.6,GS01,,Southern Ocean,primary,
,33.651001,-64.2995,150,13.9,GS01,,Southern Ocean,primary,
,33.653,-61.4998,132,9.2,GS01,,Southern Ocean,primary,
,33.655998,-61.8503,139.841,24.3,GS01,,Southern Ocean,primary,
0.05,33.656,-62.51,-68.024,16.03,ACE2017,3.504,Southern Ocean,primary,
,33.658001,-62.9998,150,10.3,GS01,,Southern Ocean,primary,
,33.659,-61.9975,132.02699,10.4,GS01,,Southern Ocean,primary,
,33.66,-61.3502,139.841,10.5,GS01,,Southern Ocean,primary,
,33.662998,-63.1895,147.832,10.2,GS01,,Southern Ocean,primary,
-0.02,33.663,-61.702,161.568,4,EXPLORA,2.844,Southern Ocean,primary,
,33.679001,-64.9797,132.067,7.4,GS01,,Southern Ocean,primary,
,33.681,-64.8378,132.09,25.2,GS01,,Southern Ocean,primary,
,33.681999,-63.0501,146.44901,10.3,GS01,,Southern Ocean,primary,
,33.685001,-59.3503,139.85001,11.1,GS01,,Southern Ocean,primary,
,33.688999,-63.0501,146.44901,20.4,GS01,,Southern Ocean,primary,
,33.688999,-62.3602,139.84,14.2,GS01,,Southern Ocean,primary,
-0.09,33.695,-48,60,10.57,OISO-01,7.103,Southern Ocean,primary,
,33.695,-46.722,5.196,6.4,GIPY04,,Southern Ocean,primary,
-0.01,33.704,-45,52.983,20.17,OISO-01,9.378,Southern Ocean,primary,
,33.707001,-51.8659,0.00109,10.4,GIPY04,,Southern Ocean,primary,
,33.709999,-51.8659,0.00109,4.7,GIPY04,,Southern Ocean,primary,
,33.712002,-52.273,0.002,7.8,GIPY04,,Southern Ocean,primary,
,33.712002,-47.971,3.957,3.8,GIPY04,,Southern Ocean,primary,
,33.714001,-62.5002,150,10.9,GS01,,Southern Ocean,primary,
,33.716999,-47.5508,4.37291,3.5,GIPY04,,Southern Ocean,primary,
,33.719002,-52.602,0,5.8,GIPY04,,Southern Ocean,primary,
,33.719002,-62.1718,138.41,14.5,GS01,,Southern Ocean,primary,
,33.719799,-56.9292,139.85001,24.1,GIPY06,,Southern Ocean,primary,
-0.56,33.72,-68.98,29.85,0,Archambeau et al (1998),-0.8,Southern Ocean,primary,
-0.56,33.72,-73.02,-113.9,2,Jacobs et al (1996),-1.82,Southern Ocean,primary,
-0.04,33.72,-48.93,62,0,Kallel (1985),4.9,Southern Ocean,primary,
,33.720001,-56.9292,139.85001,8.2,GIPY06,,Southern Ocean,primary,
,33.722,-50.5266,77.008,14.9,GIpr05,,Southern Ocean,primary,
,33.722,-50.2392,77.7338,14.1,GIpr05,,Southern Ocean,primary,
,33.723,-62,135.58099,15.3,GS01,,Southern Ocean,primary,
,33.724998,-46.35,5.533,6,GIPY04,,Southern Ocean,primary,
,33.724998,-60.999,132.00301,25.8,GS01,,Southern Ocean,primary,
,33.727001,-47.5508,4.37291,4.8,GIPY04,,Southern Ocean,primary,
,33.728001,-47.139,4.791,3.6,GIPY04,,Southern Ocean,primary,
,33.728401,-54.529,141.33299,7.3,GIPY06,,Southern Ocean,primary,
,33.729,-51.431,0.009,4.4,GIPY04,,Southern Ocean,primary,
,33.729,-48.379,3.524,3,GIPY04,,Southern Ocean,primary,
,33.729801,-56.4293,140.101,10.6,GIPY06,,Southern Ocean,primary,
-0.58,33.73,-69.03,30.1,16,NODC ID:35-9439 CIVA2,-1.64,Southern Ocean,primary,
,33.73,-60.999,132.00301,10.6,GS01,,Southern Ocean,primary,
,33.733299,-57.3483,139.875,5.4,GIPY06,,Southern Ocean,primary,
,33.734699,-55.5015,140.73199,9.5,GIPY06,,Southern Ocean,primary,
,33.735699,-54.0698,141.604,4.1,GIPY06,,Southern Ocean,primary,
,33.735901,-54.0698,141.604,23.7,GIPY06,,Southern Ocean,primary,
,33.736301,-54.0698,141.604,22,GIPY06,,Southern Ocean,primary,
,33.737,-64.9993,149.996,15,GS01,,Southern Ocean,primary,
,33.737598,-54.0698,141.604,4.6,GIPY06,,Southern Ocean,primary,
,33.738998,-47.5508,4.37291,20,GIPY04,,Southern Ocean,primary,
,33.739399,-55.9287,140.41,9.2,GIPY06,,Southern Ocean,primary,
,33.741001,-64.9983,145.495,10.5,GS01,,Southern Ocean,primary,
,33.741001,-62.0198,134.17101,9.9,GS01,,Southern Ocean,primary,
,33.742001,-49.301,2.537,9.2,GIPY04,,Southern Ocean,primary,
,33.743301,-58.3493,139.854,3.4,GIPY06,,Southern Ocean,primary,
,33.743999,-61.9988,137.00101,11.4,GS01,,Southern Ocean,primary,
,33.745899,-58.8497,139.841,4,GIPY06,,Southern Ocean,primary,
,33.745899,-58.8497,139.841,25.2,GIPY06,,Southern Ocean,primary,
,33.745998,-49.0252,2.82775,5.8,GIPY04,,Southern Ocean,primary,
,33.746601,-58.8497,139.841,6,GIPY06,,Southern Ocean,primary,
,33.746601,-52.6711,142.39,23.1,GIPY06,,Southern Ocean,primary,
,33.747002,-49.0252,2.82775,9,GIPY04,,Southern Ocean,primary,
,33.747398,-52.6711,142.39,8.6,GIPY06,,Southern Ocean,primary,
,33.748402,-52.6711,142.39,7.3,GIPY06,,Southern Ocean,primary,
,33.748798,-57.8497,139.851,4.5,GIPY06,,Southern Ocean,primary,
,33.748798,-53.1328,142.138,7.5,GIPY06,,Southern Ocean,primary,
,33.749001,-46.0217,5.864,4.5,GIPY04,,Southern Ocean,primary,
,33.749199,-53.5823,141.86099,6.6,GIPY06,,Southern Ocean,primary,
-0.64,33.75,-69.02,29.98,8,NODC ID:35-9439 CIVA2,-1.7,Southern Ocean,primary,
-0.63,33.75,-69.03,30.1,2,NODC ID:35-9439 CIVA2,-1.66,Southern Ocean,primary,
,33.750999,-51.169,0.332,3.9,GIPY04,,Southern Ocean,primary,
,33.750999,-62.0002,150,10.2,GS01,,Southern Ocean,primary,
,33.751999,-62.0002,150,20.1,GS01,,Southern Ocean,primary,
,33.752998,-49.8959,78.5908,15.5,GIpr05,,Southern Ocean,primary,
,33.754002,-50.64,0.976,19.3,GIPY04,,Southern Ocean,primary,
,33.756001,-52.956,0,3.7,GIPY04,,Southern Ocean,primary,
,33.756001,-50.64,0.976,19,GIPY04,,Southern Ocean,primary,
,33.756001,-49.568,2.236,2.7,GIPY04,,Southern Ocean,primary,
,33.756001,-52.8762,147.26401,15.6,GPpr11,,Southern Ocean,primary,
,33.756199,-59.3495,139.851,3.5,GIPY06,,Southern Ocean,primary,
,33.757999,-62.6002,142.201,10.4,GS01,,Southern Ocean,primary,
-0.05,33.76,-47.78,61.72,0,Kallel (1985),5.23,Southern Ocean,primary,
,33.761002,-60.0323,132.217,8.9,GS01,,Southern Ocean,primary,
,33.762001,-48.701,3.178,4.4,GIPY04,,Southern Ocean,primary,
-0.02,33.763,-45,51.9,19.6,OISO-08,7.609,Southern Ocean,primary,
,33.764,-49.827,1.936,24.3,GIPY04,,Southern Ocean,primary,
,33.764999,-49.827,1.936,4.3,GIPY04,,Southern Ocean,primary,
,33.764999,-53.0108,147.097,20,GPpr11,,Southern Ocean,primary,
,33.765598,-59.8488,139.85899,4.3,GIPY06,,Southern Ocean,primary,
0.25,33.766,-46.54,52.35,5,OISO-25,6.3,Southern Ocean,primary,
,33.766998,-50.904,0.656,13,GIPY04,,Southern Ocean,primary,
,33.766998,-62.7502,143.62,8.5,GS01,,Southern Ocean,primary,
,33.767601,-60.3495,139.85201,4.3,GIPY06,,Southern Ocean,primary,
,33.768002,-50.904,0.656,4.2,GIPY04,,Southern Ocean,primary,
-0.68,33.77,-72.63,-113.2,3,Jacobs et al (1996),-1.83,Southern Ocean,primary,
,33.771,-48.296,79.3621,15.7,GIpr05,,Southern Ocean,primary,
,33.771999,-50.107,1.616,2.5,GIPY04,,Southern Ocean,primary,
,33.771999,-65.6387,150.015,10.4,GS01,,Southern Ocean,primary,
,33.771999,-62.6002,142.201,24.2,GS01,,Southern Ocean,primary,
,33.772999,-54.913,0.004,5.5,GIPY04,,Southern Ocean,primary,
,33.775398,-60.85,139.851,5.7,GIPY06,,Southern Ocean,primary,
,33.776001,-60.85,139.851,24.7,GIPY06,,Southern Ocean,primary,
,33.777,-62.9,145.03,7.8,GS01,,Southern Ocean,primary,
,33.779301,-61.8497,139.84399,5.7,GIPY06,,Southern Ocean,primary,
-0.09,33.78,-47.849,44.525,3,ULTIM3,4.8,Southern Ocean,primary,
-0.09,33.78,-47.849,44.525,3,ULTIM3,4.8,Southern Ocean,primary,
,33.780998,-50.3753,1.31533,3.2,GIPY04,,Southern Ocean,primary,
,33.7813,-61.3503,139.839,4.6,GIPY06,,Southern Ocean,primary,
,33.782001,-45.614,6.23,5.5,GIPY04,,Southern Ocean,primary,
,33.784,-58.8483,139.841,15.3,GS01,,Southern Ocean,primary,
,33.784801,-52.3695,142.535,8.9,GIPY06,,Southern Ocean,primary,
,33.785,-50.7753,75.842,14.2,GIpr05,,Southern Ocean,primary,
,33.787498,-60.85,139.851,24.4,GIPY06,,Southern Ocean,primary,
,33.787998,-63.3498,139.828,10.2,GS01,,Southern Ocean,primary,
-0.03,33.788,-46.917,57.217,6,OISO-06,7.383,Southern Ocean,primary,
,33.7883,-62.3607,139.841,5.1,GIPY06,,Southern Ocean,primary,
-0.08,33.789,-45,73.32,21.8,OISO-25,8.909,Southern Ocean,primary,
-0.71,33.79,-63.02,30,6,NODC ID:35-9439 CIVA2,0.27,Southern Ocean,primary,
-0.67,33.79,-48.5,65,-999,CDOHC ID:35MF19980818,**,Southern Ocean,primary,
-0.53,33.79,-59.65,-55.52,17,Drake's Passage (Meredit,-0.74,Southern Ocean,primary,
,33.790001,-63.0836,132.101,15.3,GS01,,Southern Ocean,primary,
,33.790901,-54.1115,146.259,21.3,GIPY02,,Southern Ocean,primary,
,33.791,-65.0698,139.85899,10.8,GS01,,Southern Ocean,primary,
,33.791,-53.6288,142.98,10.1,GS01,,Southern Ocean,primary,
,33.791599,-54.1115,146.259,18.9,GIPY02,,Southern Ocean,primary,
,33.791801,-54.1115,146.259,6.4,GIPY02,,Southern Ocean,primary,
,33.792,-65.5038,149.966,15,GS01,,Southern Ocean,primary,
,33.792,-62.4802,141.02901,7.2,GS01,,Southern Ocean,primary,
,33.793999,-50.3882,147.077,14.1,GPpr11,,Southern Ocean,primary,
,33.793999,-58.8483,139.841,9.4,GS01,,Southern Ocean,primary,
,33.794601,-54.1115,146.259,14.4,GIPY02,,Southern Ocean,primary,
-0.03,33.795,-47.04,59.3,5,OISO-23,9.6,Southern Ocean,primary,
,33.796001,-50.8978,75.3792,13.9,GIpr05,,Southern Ocean,primary,
,33.796001,-50.3849,147.349,5.8,GPpr11,,Southern Ocean,primary,
,33.796001,-56.5498,141.494,10.7,GS01,,Southern Ocean,primary,
-0.51,33.798,-78.519,-164.566,4,EXPLORA,-0.904,Southern Ocean,primary,
,33.798,-50.3849,147.349,14.7,GPpr11,,Southern Ocean,primary,
,33.7981,-54.1115,146.259,12.7,GIPY02,,Southern Ocean,primary,
,33.798698,-54.1115,146.259,20,GIPY02,,Southern Ocean,primary,
,33.799,-50.7045,76.1327,15.3,GIpr05,,Southern Ocean,primary,
,33.799,-55.3163,0.02625,5.9,GIPY04,,Southern Ocean,primary,
,33.799,-53.261,0.001,4.2,GIPY04,,Southern Ocean,primary,
,33.799999,-50.3882,147.077,25.2,GPpr11,,Southern Ocean,primary,
,33.800999,-54.1115,146.259,20.1,GIPY02,,Southern Ocean,primary,
,33.800999,-50.3882,147.077,5.8,GPpr11,,Southern Ocean,primary,
,33.801201,-54.1115,146.259,15.3,GIPY02,,Southern Ocean,primary,
,33.803001,-54.1115,146.259,14.9,GIPY02,,Southern Ocean,primary,
,33.8046,-54.1115,146.259,24.3,GIPY02,,Southern Ocean,primary,
,33.804798,-54.1115,146.259,14.8,GIPY02,,Southern Ocean,primary,
,33.806,-50.3882,147.077,15.6,GPpr11,,Southern Ocean,primary,
,33.806,-63.8649,139.853,9.8,GS01,,Southern Ocean,primary,
,33.808102,-54.1115,146.259,13.7,GIPY02,,Southern Ocean,primary,
,33.808998,-54.071,141.60001,10.6,GS01,,Southern Ocean,primary,
,33.808998,-53.5792,141.862,11.1,GS01,,Southern Ocean,primary,
,33.809799,-54.1115,146.259,19,GIPY02,,Southern Ocean,primary,
-0.57,33.81,-60.34,-55.08,18,Drake's Passage (Meredit,-0.63,Southern Ocean,primary,
,33.810001,-53.5792,141.862,24.8,GS01,,Southern Ocean,primary,
,33.811001,-62.8501,139.851,11.7,GS01,,Southern Ocean,primary,
,33.811001,-62.8501,139.851,23.8,GS01,,Southern Ocean,primary,
,33.811199,-54.1115,146.259,19.4,GIPY02,,Southern Ocean,primary,
,33.811798,-54.1115,146.259,10,GIPY02,,Southern Ocean,primary,
,33.813202,-54.1115,146.259,19.2,GIPY02,,Southern Ocean,primary,
,33.813801,-54.1115,146.259,19.5,GIPY02,,Southern Ocean,primary,
,33.813999,-53.591,0.001,4.1,GIPY04,,Southern Ocean,primary,
,33.8144,-54.1115,146.259,15.4,GIPY02,,Southern Ocean,primary,
,33.8153,-54.1115,146.259,12.6,GIPY02,,Southern Ocean,primary,
,33.816002,-50.822,75.6271,20.1,GIpr05,,Southern Ocean,primary,
,33.816002,-65.5038,149.966,7.6,GS01,,Southern Ocean,primary,
,33.817699,-54.1115,146.259,14.5,GIPY02,,Southern Ocean,primary,
,33.817902,-54.1115,146.259,23.1,GIPY02,,Southern Ocean,primary,
,33.8181,-54.1115,146.259,7.9,GIPY02,,Southern Ocean,primary,
,33.8181,-54.1115,146.259,19.4,GIPY02,,Southern Ocean,primary,
,33.818501,-54.1115,146.259,13.4,GIPY02,,Southern Ocean,primary,
,33.819,-54.1115,146.259,24.3,GIPY02,,Southern Ocean,primary,
,33.819,-63.4998,132.08,8.4,GS01,,Southern Ocean,primary,
,33.819199,-52.0802,142.71201,6.8,GIPY06,,Southern Ocean,primary,
-0.79,33.82,-61.67,30,20,NODC ID:35-9439 CIVA2,0.64,Southern Ocean,primary,
-0.09,33.82,-46.18,14.61,2,GEOSECS Ostlund et al (1,7.38,Southern Ocean,primary,
,33.82,-54.5278,141.32899,11,GS01,,Southern Ocean,primary,
,33.8204,-54.1115,146.259,11.1,GIPY02,,Southern Ocean,primary,
,33.820999,-54.5278,141.32899,24.8,GS01,,Southern Ocean,primary,
,33.821999,-65.5038,149.966,20.8,GS01,,Southern Ocean,primary,
,33.821999,-57.8498,139.85001,10,GS01,,Southern Ocean,primary,
-0.07,33.824,-48.83,65,5.1,OISO-08,5.34,Southern Ocean,primary,
0.52,33.824,-42.673,43.86,6,OISO-16,9.918,Southern Ocean,primary,
,33.824001,-58.3518,139.85201,10.5,GS01,,Southern Ocean,primary,
,33.827,-65.7089,139.855,10.5,GS01,,Southern Ocean,primary,
-0.01,33.829,-42.5,53,1.57,OISO-01,12.337,Southern Ocean,primary,
0.01,33.829,-42.5,53,18.37,OISO-01,12.329,Southern Ocean,primary,
-0.79,33.83,-64.32,29.98,17,NODC ID:35-9439 CIVA2,0.12,Southern Ocean,primary,
-0.53,33.83,-50.67,68.42,-999,CDOHC ID:35MF19980818,**,Southern Ocean,primary,
-0.08,33.83,-42.5,53,18,CDOHC ID:35MF19980121,12.33,Southern Ocean,primary,
,33.831001,-45.317,6.5,8.3,GIPY04,,Southern Ocean,primary,
,33.832001,-45.317,6.5,25.1,GIPY04,,Southern Ocean,primary,
,33.832001,-55.9294,140.41,11,GS01,,Southern Ocean,primary,
,33.833,-59.5,132.10001,11.5,GS01,,Southern Ocean,primary,
,33.834999,-65.5698,139.853,10.1,GS01,,Southern Ocean,primary,
0.2,33.835,-46.12,47.57,6,OISO-16,6.186,Southern Ocean,primary,
,33.835999,-57.3507,139.88499,6.4,GS01,,Southern Ocean,primary,
,33.837002,-55.0205,141.02,14.7,GS01,,Southern Ocean,primary,
,33.837101,-54.1115,146.259,8.3,GIPY02,,Southern Ocean,primary,
,33.838001,-65.4472,139.851,7.3,GS01,,Southern Ocean,primary,
,33.839001,-58,132,12.1,GS01,,Southern Ocean,primary,
-0.56,33.84,-66.01,29.99,13,Archambeau et al (1998),0.86,Southern Ocean,primary,
-0.51,33.84,-60.68,-54.81,16,Drake's Passage (Meredit,-0.89,Southern Ocean,primary,
-0.09,33.84,-51,61.5,0,Kallel (1985),3.82,Southern Ocean,primary,
-0.02,33.84,-51.29,69.89,6,OISO-16,3.71,Southern Ocean,primary,
-0.08,33.841,-50.87,70.73,6,OISO-16,3.552,Southern Ocean,primary,
,33.843498,-53.0067,146.838,13.5,GIPY02,,Southern Ocean,primary,
,33.844002,-53.919,0.001,3,GIPY04,,Southern Ocean,primary,
,33.846001,-56.9298,139.849,9.8,GS01,,Southern Ocean,primary,
,33.847,-58.4995,132.008,10.6,GS01,,Southern Ocean,primary,
,33.848999,-55.57,0.005,5,GIPY04,,Southern Ocean,primary,
,33.848999,-50.2326,146.97,15.5,GPpr11,,Southern Ocean,primary,
,33.848999,-65.4472,139.851,10.8,GS01,,Southern Ocean,primary,
,33.848999,-64.8118,139.86099,8.1,GS01,,Southern Ocean,primary,
,33.849201,-62.8502,139.85201,4.4,GIPY06,,Southern Ocean,primary,
,33.849998,-64.5513,139.85001,8,GS01,,Southern Ocean,primary,
,33.849998,-65.4472,139.851,7.2,GS01,,Southern Ocean,primary,
,33.849998,-60.5257,132.129,8.6,GS01,,Southern Ocean,primary,
,33.849998,-53.1311,142.13901,9.6,GS01,,Southern Ocean,primary,
-0.61,33.85,-66.01,29.99,23,Archambeau et al (1998),0.83,Southern Ocean,primary,
,33.851002,-64.8118,139.86099,25.1,GS01,,Southern Ocean,primary,
,33.8517,-62.8502,139.85201,19.7,GIPY06,,Southern Ocean,primary,
,33.852001,-53.0043,73.6641,4.7,GIpr05,,Southern Ocean,primary,
,33.853001,-53.0043,73.6641,20,GIpr05,,Southern Ocean,primary,
,33.853001,-63.9748,132.093,9.9,GS01,,Southern Ocean,primary,
,33.854,-64.2135,139.83701,10.1,GS01,,Southern Ocean,primary,
,33.855,-52.4092,75.6058,25,GIpr05,,Southern Ocean,primary,
,33.855,-57.5172,132.002,10.3,GS01,,Southern Ocean,primary,
,33.855,-56.4303,140.101,15.4,GS01,,Southern Ocean,primary,
,33.855999,-51.287,73.8089,14.9,GIpr05,,Southern Ocean,primary,
,33.856998,-51.5061,73,16.2,GIpr05,,Southern Ocean,primary,
,33.856998,-50.7753,75.842,20.8,GIpr05,,Southern Ocean,primary,
-0.08,33.858,-48.4,72.58,6,OISO-16,5.192,Southern Ocean,primary,
,33.858799,-51.8107,142.841,8.2,GIPY06,,Southern Ocean,primary,
,33.860001,-50.7045,76.1327,15.1,GIpr05,,Southern Ocean,primary,
,33.861,-53.0043,73.6641,19.9,GIpr05,,Southern Ocean,primary,
,33.861111,-61.9982,40.0829,24.3,GI04,,Southern Ocean,primary,
,33.862,-53.0043,73.6641,7.9,GIpr05,,Southern Ocean,primary,
,33.862999,-52.5414,75.26,24.4,GIpr05,,Southern Ocean,primary,
,33.862999,-52.3024,76.0072,7.9,GIpr05,,Southern Ocean,primary,
0.04,33.863,-44.06,44.71,6,OISO-16,7.488,Southern Ocean,primary,
,33.863998,-58.9712,132.02499,10.1,GS01,,Southern Ocean,primary,
,33.865002,-53.2809,73.3155,11.7,GIpr05,,Southern Ocean,primary,
,33.866001,-51.0995,74.5971,14.2,GIpr05,,Southern Ocean,primary,
-0.08,33.867,-49.55,73.333,6,OISO-16,3.304,Southern Ocean,primary,
,33.867001,-53.2809,73.3155,20,GIpr05,,Southern Ocean,primary,
,33.867001,-52.7072,74.7915,18.4,GIpr05,,Southern Ocean,primary,
,33.867001,-52.3024,76.0072,19.3,GIpr05,,Southern Ocean,primary,
,33.868,-53.0075,73.7164,9.9,GIpr05,,Southern Ocean,primary,
,33.868,-52.7072,74.7915,8.1,GIpr05,,Southern Ocean,primary,
,33.868999,-52.9271,71.3622,15.2,GIpr05,,Southern Ocean,primary,
-0.53,33.87,-65.67,29.97,8,NODC ID:35-9439 CIVA2,0.06,Southern Ocean,primary,
0.07,33.87,-59.4,65.37,0,Kallel (1985),1.65,Southern Ocean,primary,
0.14,33.87,-52.02,61.95,0,Kallel (1985),3.1,Southern Ocean,primary,
,33.870998,-53.0075,73.7164,4.3,GIpr05,,Southern Ocean,primary,
,33.876999,-54.1676,73.6669,15.4,GIpr05,,Southern Ocean,primary,
,33.877998,-52.9603,73.2396,19.3,GIpr05,,Southern Ocean,primary,
,33.879002,-52.9603,73.2396,7.3,GIpr05,,Southern Ocean,primary,
-0.51,33.88,-53.01,30,0,Archambeau et al (1998),3.12,Southern Ocean,primary,
,33.880001,-53.0075,73.7164,19.5,GIpr05,,Southern Ocean,primary,
,33.881001,-53.0075,73.7164,19.3,GIpr05,,Southern Ocean,primary,
,33.882,-52.9217,74.0246,24.5,GIpr05,,Southern Ocean,primary,
,33.882999,-52.9217,74.0246,9.7,GIpr05,,Southern Ocean,primary,
,33.883999,-53.0075,73.7164,19.5,GIpr05,,Southern Ocean,primary,
,33.883999,-53.0075,73.7164,20.4,GIpr05,,Southern Ocean,primary,
,33.887699,-65.0708,139.75,8.9,GIPY06,,Southern Ocean,primary,
,33.889,-53.0596,73.9897,10.7,GIpr05,,Southern Ocean,primary,
,33.889999,-53.2126,73.6404,9.6,GIpr05,,Southern Ocean,primary,
-0.54,33.89,-53.65,30,7,NODC ID:35-9439 CIVA2,3.26,Southern Ocean,primary,
,33.890999,-53.2126,73.6404,19.2,GIpr05,,Southern Ocean,primary,
,33.890999,-44.33,7.384,4.4,GIPY04,,Southern Ocean,primary,
,33.891998,-53.0333,72.6607,7.5,GIpr05,,Southern Ocean,primary,
,33.891998,-53.0244,72.5983,22,GIpr05,,Southern Ocean,primary,
,33.891998,-52.6683,142.39,9.6,GS01,,Southern Ocean,primary,
,33.891998,-52.6683,142.39,25.4,GS01,,Southern Ocean,primary,
,33.892601,-63.3505,139.832,4.6,GIPY06,,Southern Ocean,primary,
-0.08,33.893,-43.89,72.98,6,OISO-16,10.939,Southern Ocean,primary,
,33.896099,-63.3505,139.832,20.5,GIPY06,,Southern Ocean,primary,
